CLIENT_VAT;TIMO_ID;AT_KM;CZ_KM;DE_KM;EE_KM;HU_KM;LT_KM;LV_KM;PL_KM;SE_KM;SK_KM;COMPANY_LP;ADRESS_LP;COD_LP;CITY_LP;LATITUDE_LP;LONGTITUDE_LP;START_LOAD_DATA;START_LOAD_TIME;END_LOAD_DATA;END_LOAD_TIME;COMPANY_DP;ADRESS_DP;COD_DP;CITY_DP;LATITUDE_DP;LONGTITUDE_DP;START_DELIVERY_DATA;START_DELIVERY_TIME;END_DELIVERY_DATA;END_DELIVERY_TIME;VEHICLE_TYPE;BODY_TYPE;LOAD_UNLOAD_METHOD;EPALE;GOODS_TYPE;TEMP_MIN;TEMP_MAX;EURO;LDM;M3;HEIGHT;WIDTH;TONS;REQUIREMENTS;OTHER_COSTS;QTY_LOADS;QTY_DELIVERIES;SOURCE;PAYMENT TERM;DOCUMENTS_BY;CARGO_VALUE_EURO;CUSTOMS;TIME_OF_ENTRY
;;;15.50;;;;;;474.90;95.50;;KASPER KOVO;Elektrárenská 390;CZ54101;Trutnov;;;30.06.2021;;30.06.2021;;;;SE25218;Helsinborg;;;02.07.2021;;02.07.2021;;Rigid truck, Articulated truck;BOX, REFRIGERATOR;Back;;;;;1400;13.6;;;;22;;;1;1;;60;;;;
;;;102.60;;;;;;261.30;;;Aryzta;Piekarnicza 2;PL58150;Piekarnicza 2;;;01.07.2021;;01.07.2021;;KAUFLAND;Tynecka 65;CZ77900;Olomouc;;;01.07.2021;;01.07.2021;;Rigid truck, Articulated truck;REFRIGERATOR;Back;33;;13;17;400;13.6;;;;22;;;1;1;;60;;;;
;;;182.40;;;;;;287.10;;5.70;Grafobal a.s.;Čulenova 54;SK90901;Skalica;;;02.07.2021;10:00;02.07.2021;10:00;;Sosnowiec-Pienki 14;PL95010;Stryków;;;05.07.2021;;05.07.2021;;Rigid truck, Articulated truck;BOX, THERMO, TAUTLINER, MEGA, REFRIGERATOR, CURTAIN;Back;;;;;340;13.6;;;;22;;;1;1;;60;;;;
;;;;;;;269.50;86.20;362.70;;;JAS-FBG S.A.;Ul. Południowa 2;PL05850;Oltarzew;;;05.07.2021;10:00;05.07.2021;12:00;LIDL Logistic center Riga;Dzelzavas iela 131;LV1084;RIGA;;;06.07.2021;12:00;06.07.2021;12:00;Rigid truck, Articulated truck;REFRIGERATOR;Back;;HIGIENIC ARTICLES;;;650;13.6;;;;22.5;;;1;1;;45;;50000;;
;;;95.70;;;;;;420.40;;;KATOE NATIE POLSKA;INTERMODALNA 3;PL99302;KUTNO;;;24.08.2021;8:00;24.08.2021;8:00;JUTA A.S.;KVETNA 611;CZ54232;UPICE;;;25.08.2021;8:00;25.08.2021;14:00;Rigid truck, Articulated truck;RIGID TRUCK, ARTICULATED TRUCK;SIDE;0;GRANULES;;;550;13.6;;;;24;;;1;1;ADAMEX;60;;;;
;;;;;;;;;501.70;;;DOLPOL;MIKOWICE 20;PL57300;KŁODZKO;;;25.08.2021;8:00;25.08.2021;16:00;;;PL09142;ZAŁUSKi;;;26.08.2021;8:00;26.08.2021;16:00;Rigid truck, Articulated truck;RIGID TRUCK, ARTICULATED TRUCK;SIDE;0;Lime for whitewashing trees, goods on a pallet;;;413.9433551;13.6;;;;24;;;1;2;ADAMEX;55;;;;
;;;;;;;198.00;;279.90;;;YTONG OSTROLEKA Sp.z.o.o;ul. Ksiedza Antoniego Peksy 16;PL07401;Ostroleka;;;26.08.2021;;26.08.2021;;"UAB ""Ejonas""";Senamiesčio g 107;LT35194;Panevėžys;;;27.08.2021;;27.08.2021;;Rigid truck, Articulated truck;RIGID TRUCK, ARTICULATED TRUCK;SIDE;0;hollow bricks;;;440;13.6;;;;24;;;1;1;ADAMEX;45;;;;
;;;;;;;92.50;;609.80;;;UAB MECHEL NEMUNAS;R. Kalantos g. 83;LT52005;Kaunas;;;27.08.2021;;30.08.2021;;Complex – Partner;Dybków 192;PL37530;Sieniawa;;;30.08.2021;;30.08.2021;;Rigid truck, Articulated truck;RIGID TRUCK, ARTICULATED TRUCK;SIDE;0;;;;430;13.6;;;;24;;;1;1;ADAMEX;45;;;;
PL6442968368;;;13.30;;;;;;534.00;;;Izohan Sp. z o.o.;3 Maja 101;PL38200;Jasło;;;30.08.2021;6:00;30.08.2021;21:00;;;CZ54941;Cerveny Kostelec;;;31.08.2021;7:30;01.09.2021;15:00;Rigid truck, Articulated truck;CURTAIN, TAUTLINER;SIDE;0;;;;520;13.6;;;;24;;;2;1;ADAMEX;60;;;;
PL5960004844;;;;;;;;;384.70;;;KWS Lochow;ul Długa 1;PL57150;KONDRATOWICE;;;01.09.2021;;01.09.2021;;;;PL73260;Pełczyce;;;02.09.2021;;02.09.2021;;Rigid truck, Articulated truck;CURTAIN, TAUTLINER;SIDE;0;seeds;;;321.5077605;13.6;;;;24;;;1;1;ADAMEX;30;;;;
PL9231689207;;;;;;;;;431.80;;;ZPU Miedzyrzecz;Zakaszewskiego 4;PL66300;Międzyrzecz;;;02.09.2021;7:00;02.09.2021;13:00;;;PL02285;Warszawa;;;03.09.2021;7:30;03.09.2021;10:00;ARTICULATED TRUCK;CURTAIN;TOP;0;pipes, pipe components;;;332.594235;13.6;;;;24;;;1;1;ADAMEX;60;;;;
PL1182135917;;;;;;;;;274.40;;;Zakład 1 Błonie;ul. Bieniewicka 52;PL05870;BŁONIE;;;03.09.2021;6:00;03.09.2021;22:00;KAUFLAND BYDGOSZCZ II;ul. UL.ERNSTA PETERSONA 4B;PL85862;BYDGOSZCZ;;;06.09.2021;10:00;06.09.2021;10:00;ARTICULATED TRUCK;IZOTHERM, STANDARD, CURTAIN, REFRIGERATOR;BACK;0;;;;221.72949;13.6;;;;21.48704;;;1;1;ADAMEX;45;;;;
PL9571045101;;;;;;;200.50;;613.90;;;Sweet Sit Gniewkowo;Inowrocławska 9;PL88140;Gniewkowo;;;06.09.2021;6:00;06.09.2021;22:00;;;LT01108;WILNO;;;07.09.2021;;07.09.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE;0;furniture;;;700;13.6;;;;24;;;1;3;ADAMEX;55;;;;
LT100006985910;;;184.70;;;;190.10;;721.00;;;"UAB""Antėjas""";Žarijų g. 2A;LT02300;Vilnius;;;10.09.2021;;10.09.2021;12:00;;;CZ75622;Hostalkova;;;13.09.2021;;13.09.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE;0;metal;;;750;13.6;;;;24;;;1;1;ADAMEX;35;;;;
PL6040186712;;;;;;;;;897.70;233.30;;MOKATE;STRAŻACKA 48;PL44240;ŻORY;;;13.09.2021;8:00;13.09.2021;14:30;NORDFOOD INT AB;VAGNVÄGEN 7;SE43232;VARBERG;;;16.09.2021;8:00;16.09.2021;12:00;ARTICULATED TRUCK;CURTAIN;SIDE;0;CHOCOLATE+COFFE;;;1800;13.6;;;;19.72;;-300;2;1;ADAMEX;55;;;;
LT100008835111;;;;;;;85.60;;754.00;;;magemar polska ltd;bytomska 7;PL70603;szczecin;;;17.09.2021;;17.09.2021;;uag ugnera;mechanizatoriu g.15;LT62182;luksnenai;;;20.09.2021;;20.09.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE;0;GRANITE;;;730;13.6;;;;24.5;;;1;2;ADAMEX;45;;;1;
PL5241107908;;;;;;;41.10;;644.90;;;FCA „Arvi fertis“ - Marijampolė;Gamyklų g. 5;LT68081;Marijampolė;;;21.09.2021;7:00;21.09.2021;15:00;Mirosław Jarmusz;Strykowska 25;PL95001;Biała;;;21.09.2021;;22.09.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE;0;FERTILIZER;;;388.0266075;13.6;;;;24;;;1;4;ADAMEX;45;;;;
;;;97.10;;;;;;414.60;;;KATOEN NATIE POLSKA SP Z O O;;PL99300;Kutno;;;22.09.2021;15:00;22.09.2021;16:00;Juta A.S. · Zavod 02;3. května 611;CZ54232;Upice;;;23.09.2021;6:00;23.09.2021;14:00;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE;0;BIG BAGS ON PALLETS;;;450;13.6;;;;23.889;;;1;1;ADAMEX;60;;;;
;;;;;;;269.50;88.90;772.90;;;NTERMINGLASS;Wrocławska 16;PL58308;Wałbrzych;;;23.09.2021;;23.09.2021;;;;LV1010;RIGA;;;27.09.2021;;27.09.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE+BACK;0;glass microspheres in bags on pallets;;;1075;13.6;;;;24.6;;;1;1;ADAMEX;60;;;;
;;;26.80;;;;267.30;86.00;721.00;;;OOO SEVERSTAL DISTRIBUTION;BRASLAS 24;LV1035;RIGA;;;27.09.2021;;27.09.2021;;EVROMAT A.S ZELEZO HRANICE S.R.O.;U REKY 900;CZ72000;OSTRAVA;;;29.09.2021;;29.09.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE;0;STEEL;;;680;13.6;;;;24;;;1;1;ADAMEX;45;;;;
;;;;;;;;;533.90;305.90;;CUKROWNIA;ZYGMUNTOWO 38;PL06450;GLINOJECK;;;15.09.2021;6:00;15.09.2021;22:00;Dagab Göteborg;Exportgatan 14;SE42246;Goteborg;;;17.09.2021;8:00;17.09.2021;15:00;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE+BACK;0;SUGAR ON PALLETS;;;1600;13.6;;;;24;;-300;1;1;ADAMEX;60;;;;
;;;;;;;;;627.70;307.10;;Bakels Sweden AB;von Utfallsgatan 26-30;SE41505;;;;16.09.2021;;16.09.2021;;;;PL05250;Radzymin;;;20.09.2018;;20.09.2018;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE+BACK;0;SUPLEMENTS DIET;;;500;13.6;;;;21;;-300;1;1;ADAMEX;45;;;;
;;;191.70;;;;;;389.80;;105.70;Tchibo Manufacturing Poland Sp.z o.o.;UL. SLONECZNA 6;PL05270;MARKI;;;20.09.2021;12:00;20.09.2021;12:00;Weindel Logistik Services;DIALNICNA 2;SK90301;SENEC;;;21.09.2018;10:00;21.09.2018;10:00;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE+BACK;0;COFFE;;;640;13.6;;;;24;;;1;1;ADAMEX;30;;;;
;;;209.60;;;;;;;;71.10;SLOVENSKA PLAVBA A PRISTAVY;;SK82109;BRATISLAVA;;;21.09.2021;14:00;21.09.2021;;KADATEC S.R.O.;AREAL OBILIA;CZ25764;ZDISLAVICE;;;22.09.2021;;22.09.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE+TOP;0;BLECHS;;;340;13.6;;;;24;;;1;1;ADAMEX;50;;;;
;;;268.00;;;;269.50;115.30;818.20;;;KRONOSPAN CR, SPOL.S R. O.;NA HRANICI 2361/6;CZ58601;JIHLAVA;;;22.09.2021;;22.09.2021;;KRONOSPAN RIGA;DAUGAVGRIVAS SOSEJA 7B;LV1016;RIGA;;;24.09.2021;;24.09.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE;0;WOOD;;;1150;13.6;;;;21.94;;;1;1;ADAMEX;45;;;;
;;;69.00;;;;267.30;91.10;721.00;;;OOO SEVERSTAL DISTRIBUTION;STARTA 11;LV1039;RIGA;;;24.09.2021;8:00;24.09.2021;16:00;GANGELA S.R.O;POD SENKEM 2000;CZ74401;FRENSTAT POD RADHOSTEM;;;27.09.2021;7:00;27.09.2021;14:00;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE;0;STEEL;;;680;13.6;;;;24;;;1;1;ADAMEX;45;;;;
;;;;259.40;;;;;376.90;;;JBG-2;ul. Gajowa 5;PL43254;WARSZOWICE;;;27.09.2021;17:00;28.09.2021;;Netto - monterzy firmy Schlang;Lychener Str. 25;DE17268;TEMPLIN;;;29.09.2021;8:00;29.09.2021;8:00;ARTICULATED TRUCK;CURTAIN, TAUTLINER;;0;;;;810;13.6;;;;6;;;1;1;ADAMEX;21;;;;
;;;24.50;;;;307.80;;728.70;;;LIBERTY Ostrava a.s.;LIBERTY Ostrava a.s.;CZ70702;OSTRAVA - Kunčice;;;29.09.2021;;29.09.2021;;UAB Fabbro. Klasco Terminal;Naujoji Uosto 23 (Warehouse 1),;LT92245;Klaipeda;;;01.10.2021;;01.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;TOP;0;STEEL;;;1000;13.6;;;;24.5;;;1;1;ADAMEX;60;;;;
;;;92.70;154.10;;;303.50;;854.60;;;"UAB ""Neo Group""";Industrijos.g 2;LT95345;Rimkų k;;;04.10.2021;;04.10.2021;;;;CZ27601;Melnik;;;06.10.2021;;06.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE, BACK;0;GRANULAT IN BIG BAG;;;910;13.6;;;;24;;;1;1;ADAMEX;14;;;;
PL1230959072;;;135.70;;;;;;759.50;;;Pelmi Logistic Services s.r.o.;Lukavecká 1732;CZ19300;Praha;;;07.10.2021;;07.10.2021;;P.P.H. FOLPAK BARANOWSKI A. i T. s.c.;ul. Łąkowa 26;PL19300;Ełk;;;11.10.2021;;11.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE, BACK;0;HDPE Lukor HXF 4810 H (1000 kg);;;650;13.6;;;;21.15;;;1;1;ADAMEX;30;;;;
PL7611468701;;;;;;;;;322.90;;;GRUPA SILIKATY tel(87 423 33 11 );Nidzka 13;PL12200;Pisz;;;11.10.2021;15:00;11.10.2021;15:00;Budowa Firmy EUROSTYL PERSPEKTYWA;UL. POWSTAŃCÓW WARSZAWSKICH 23;PL80152;GDAŃSK;;;12.10.2021;;12.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE, BACK;0;BRICK;;;239;13.6;;;;24;;;1;1;ADAMEX;60;;;;
PL9231689207;;;226.80;;;;;;588.80;;;DEKPOL SPÓŁKA AKCYJNA;ul. Gajowa 31;PL83251;Pinczyn;;;12.10.2021;7:00;12.10.2021;15:00;ATT Dist Centre, Josef Vondracek S.R.O., Doosan EMEA Distribution Centre;Haje 131;CZ26101;Pribram;;;13.10.2021;;13.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE;0;MACHINE PARTS;;;870;13.6;;;;14;;;1;1;ADAMEX;60;;;;
LT355849917;;;249.10;;;;189.10;;818.20;;;T HL – LUNA, a.s.;C128 Třebušická;CZ43401;Most;;;14.10.2021;;14.10.2021;16:00;Vilkrit is;Granito g. 7;LT02300;Vilniaus m. sav..;;;18.10.2021;;18.10.2021;16:00;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE, BACK;0;;;;950;13.6;;;;24;;;1;1;ADAMEX;45;;;;
LT100002407511;;;;;;347.20;196.10;;684.00;;157.40;Amber Paper;;LT14245;Skrudenai;;;18.10.2021;;18.10.2021;;Pille-Hungaria Zrt.;Nap u 1/BSolt;HU6320;;;;20.10.2021;;21.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE, BACK;0;;;;1330;13.6;;;;24;;;1;1;ADAMEX;45;;;;
LT100004917814;;;;;;256.20;83.40;;683.60;;153.50;Coca-cola HBC Hungary Ltd;Nemedi ut 104;HU2330;DUNAHARASZTI;;;21.10.2021;;21.10.2021;;Coca cola HBC Lietuva;Vasario 16-osios g. 42 (Lozoraicio 43a),;LT53216;GARLIAVA,;;;25.10.2021;;25.10.2021;;ARTICULATED TRUCK;TAUTLINER;BACK;0;DRINKS;;;870;13.6;;;;23.834;;;1;1;ADAMEX;30;;;;
LT100002783011;;;70.70;;;;132.50;;755.70;;287.40;Achema AB;;LT55296;Jonavos;;;25.10.2021;;25.10.2021;;MJM Agro Slovakia, s.r.o.;Jurská cesta 8;SK93401;Levice;;;27.10.2021;;27.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE, BACK;0;;;;830;13.6;;;;24;;;1;1;ADAMEX;45;;;;
;;;;6.10;;;192.80;;900.10;;;Werk Schwedt Süd;Kuhheide 34;DE16303;Schwedt/Oder;;;29.09.2021;;29.09.2021;;Didneriai UAB;V.A.GRAICIUNO G. 38;LT02241;VILNIUS;;;01.10.2021;;01.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;;;;850;13.6;;;;24;;;1;1;ADAMEX;45;;;;
LT355849917;;;;;;;196.70;;989.10;;;Ferogama;Agrast u 2, magazyn numer 2 f irma B group;LT01108;Vilnius;;;04.10.2021;;04.10.2021;;;;PL72602;Swinoujscie;;;06.10.2021;;06.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;METAL;;;750;13.6;;;;24;;;1;1;ADAMEX;45;;;;
DE314559060;;;108.70;350.30;;;;;;;;LEIPA;An der Kuhheide 34;DE16303;Schwedt;;;06.10.2021;6:00;06.10.2021;19:00;;;CZ10000;PRAHA;;;07.10.2021;8:00;07.10.2021;15:00;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE;;Paper rolls 2,55 high;;;650;13.6;;;;24;;;1;1;ADAMEX;30;;;;
LV40103770892;;;178.60;;;;289.60;48.80;818.20;;;METAL TRADE COMAX, A.S.;VELVARY 420;CZ27324;VELVARY;;;07.10.2021;7:00;07.10.2021;16:00;SIA TENAX PANEL;LAUKU IELA 23;LV3701;DOBELE;;;11.10.2021;;11.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;METAL ON PALLETS;;;1100;13.6;;;;24;;;1;1;ADAMEX;40;;;;
PL7181856144;;;;;;;309.90;;454.50;;;UAB LAVEKSA;Jankunu kaim. Jonisko, raj. Tyrelio 8;LT84280;Joniskis;;;11.10.2021;;11.10.2021;;tadeusz pałka;stok 105;PL24130;końskowola;;;12.10.2021;;12.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;OTHER;;;368.7635575;13.6;;;;24;;;1;2;ADAMEX;45;;;;
PL8111001544;;;;;;;190.50;;460.50;;;SITI-POL;NAPĘDOWA 4;PL26625;MILEJOWICE;;;13.10.2021;8:00;13.10.2021;13:00;DSV LITHUANIA UAB;STASYLU 21;LT02241;VILNIUS;;;14.10.2021;;14.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;MACHINE PARTS;;;680;13.6;;;;24;;;1;1;ADAMEX;45;;;;
LT355849917;;;249.10;;;;189.10;;818.20;;;KROVLADA SANDĖLYS VILNIUS;Panerių g. 56;LT03160;;;;14.10.2021;;14.10.2021;16:00;T HL – LUNA, a.s.;C128 Třebušická;CZ43401;Most;;;18.10.2021;;18.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;PEAT MOSS;;;900;13.6;;;;24;;;1;1;ADAMEX;30;;;;
LT355849917;;;177.80;;;;114.10;;818.20;;;Vaf o Praha;K Vypichu 1086, Warehouse f acilit y Nr.:19;CZ25219;Rudna u prahy;;;19.10.2021;;19.10.2021;;Kaivana, UAB;Sandraugos 7;LT52102;Kaunas;;;21.10.2021;;21.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;ANIMAL FOOD;;;850;13.6;;;;24;;;1;1;ADAMEX;45;;;;
LT355849917;;;191.70;;;;113.90;;721.00;;;Kaunas Metal, UAB;Chemijosg.27B,;LT51332;Kaunas;;;21.10.2021;;21.10.2021;;Peikko Slovakija;Kralova nad Vahom 660;SK92591;Kralova nad vahom;;;25.10.2021;;25.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;;;;820;13.6;;;;24;;;1;1;ADAMEX;45;;;;
PL5423335986;;;;;;;269.50;112.30;762.00;;295.00;Zeleninarska Spolocnost;Kostolna Pri Dunaji 188;SK90301;Senec;;;26.10.2021;;26.10.2021;;According to CMR;;LV2105;Salas pagasts;;;28.10.2021;;28.10.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;ONION;;;1150;13.6;;;;24.5;;;1;1;ADAMEX;45;;;;
LT355849917;;;105.80;;;;267.30;86.00;721.00;;;OOO SEVERSTAL DISTRIBUTION;Braslas 24;LV1035;Riga;;;28.10.2021;;28.10.2021;;EXPONO STEELFORCE A.S.;;CZ75053;Prerov;;;02.11.2021;;02.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;;;;930;13.6;;;;24;;;1;1;ADAMEX;45;;;;
EE100478037;;;;;124.50;;269.50;202.30;679.00;;;KENO;Gustawa Eiffel'a 15;PL44109;Gliwice;;;02.11.2021;;02.11.2021;;AIRWAVE;Kesk-Sojamäe 7;EE11415;Tallinn;;;04.11.2021;;05.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;;;;1300;13.6;;;;15.21;;;1;1;ADAMEX;14;;;;
PL1130017933;;;;;186.10;;267.30;202.30;790.30;;;AUTO METALL EST AS;VALDEKU 109D;EE11216;TALLINN;;;05.11.2021;;05.11.2021;;CARGOTEC POLAND SP. Z.O.O.;METALOWA 2;PL73102;STARGARD;;;09.11.2021;;09.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;;;;840;13.6;;;;24;;;1;1;ADAMEX;60;;;;
PL8520501327;;;105.60;;;;;;500.10;;;Bulk Cargo Port Szczecin;ul. Gdańska, Bramy wjazdowe nr 1, 2, 3 Nabrzeże Regalica, Magazyn nr 12;PL70661;Szczecin;;;09.11.2021;;09.11.2021;;OP Papirna s.r.o.;Olsany 18;CZ78962;Olsany;;;10.11.2021;;10.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;;;;530;13.6;;;;24;;;1;1;ADAMEX;35;;;;
CZ25200453;;;208.70;;;;;;10.30;;;Arcibiskupské Lesy a statky s.r.o.;;CZ79064;Pila Vápenná;;;10.11.2021;;10.11.2021;;TRADIX UH a.s.;Huštěnovická 2004;CZ68603;Staré Město;;;10.11.2021;;11.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;;;;320;13.6;;;;24;;;1;1;ADAMEX;55;;;;
CZ27552390;;;172.40;;;;;;;;298.40;;;CZ56802;;;;11.11.2021;;11.11.2021;15:00;;;SK04001;;;;12.11.2021;7:00;12.11.2021;8:00;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;;;;550;13.6;;;;6;;;1;1;ADAMEX;5;;;;
LT100001806917;;;;;;;187.70;;683.60;;138.40;;;SK04454;;;;12.11.2021;;12.11.2021;;;;LT02300;;;;16.11.2021;;16.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;;;;800;13.6;;;;24;;;1;1;ADAMEX;45;;;;
LT355849917;;;;;;;69.00;;684.00;;150.30;Kudirkos Naumiesčio;g. 2;LT70420;;;;16.11.2021;;16.11.2021;;;;SK04458;;;;18.11.2021;;18.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;;;;770;13.6;;;;24;;;1;1;ADAMEX;45;;;;
PL5691885698;;;;;;;;;341.50;;87.00;;;SK06901;;;;18.11.2021;;18.11.2021;;;;PL42693;;;;19.11.2021;;19.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;WOOD;;;420;13.6;;;;24;;;1;1;ADAMEX;45;;;;
LT355849917;;;;;;;92.60;;667.60;;;;;PL41707;;;;19.11.2021;;19.11.2021;;;;LT44301;;;;22.11.2021;;22.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;;;;700;13.6;;;;24;;;1;1;ADAMEX;45;;;;
LT100001806917;;;70.70;;;;156.20;;724.20;;258.10;;;LT55500;;;;22.11.2021;;22.11.2021;;;;SK93532;;;;24.11.2021;;24.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;;;;900;13.6;;;;24;;;1;1;ADAMEX;45;;;;
PL5882415874;;;70.20;;;;;;597.90;;248.10;;;SK94701;;;;24.11.2021;;24.11.2021;;;;SK94701;;;;26.11.2021;;26.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;BACK, SIDE;;;;;600;13.6;;;;22.5;;;1;1;ADAMEX;45;;;;
HU14976067;;;70.70;;;79.00;;;633.30;;265.60;;;PL16200;;;;26.11.2021;15:00;26.11.2021;15:00;;;HU8093;;;;30.11.2021;;30.11.2021;;ARTICULATED TRUCK;TAUTLINER;BACK, SIDE;;;;;1200;13.6;;;;24;;;1;1;ADAMEX;60;;;;
;;;70.20;;;;186.10;;791.60;;74.90;August ir ko;Tovarenska 4054/49;SK01841;Dubnica nad Vahom;;;28.10.2021;;28.10.2021;;August ir ko;Meiliakalnio k. 1, Jauniunu sen;LT14242;;;;03.11.2021;;03.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE, BACK;;;;;850;13.6;;;;22;;;1;1;ADAMEX;45;;50000;;
CZ7401073878;;;287.90;;;;197.90;;819.30;;;Gaschema UAB;Jocioniai g. 14;LT02300;Vilnius;;;03.11.2021;;03.11.2021;;;;CZ39701;;;;05.11.2021;;05.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE, BACK;;;;;100;13.6;;;;24;;;1;1;ADAMEX;60;;;;
LT100005878119;;;12.70;;;;299.90;;819.30;;;UAB Aliu durpynas;Girdėnai;LT18276;Švenčionys;;;03.11.2021;;03.11.2021;;AGRO CS a.s;Rikov 265;CZ55203;Ceska Skalice;;;05.11.2021;;05.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE, BACK;;;;;750;13.6;;;;24;;;1;1;ADAMEX;35;;;;
PL8961535841;;;;;;;;;533.00;;;Kamieniarstwo Listwan Kazimierz;Stawowa 9;PL58241;Piława Dolna;;;05.11.2021;;05.11.2021;;;;PL13113;;;;08.11.2021;;08.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE, BACK;;;;;370;13.6;;;;24;;;1;1;ADAMEX;60;;;;
PL5420111134;;;70.70;;;109.80;;;502.00;;265.60;ISOROC Polska Spółka Akcyjna;Leśna 30;PL13100;Nidzica;;;08.11.2021;;08.11.2021;;Csome Kft;Ganz Abraham, u. 1;HU2330;Dunaharaszti;;;10.11.2021;;10.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE, BACK;;;;;1050;13.6;;;;24;;;1;2;ADAMEX;60;;;;
LT100001806917;;;;;;555.10;167.00;;683.60;;153.50;VIVIENVIZ KORLATOLTFELELOSSÉGU TARS;0650/34 hrsz;HU2060;Bicske;;;10.11.2021;;10.11.2021;;Retal Lithuania UAB;Fabriko gatve 14A, Vilniaus apskritis;LT25121;Lentvaris;;;15.11.2021;;15.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE, BACK;;PET raw materials;;;1500;13.6;;;;24;;;4;1;ADAMEX;60;;;;
;;;;;;401.50;195.00;;684.00;;156.50;;;LT14207;;;;15.11.2021;;15.11.2021;;;;HU6100;;;;17.11.2021;;17.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE, BACK;;;;;1500;13.6;;;;24;;;2;2;ADAMEX;45;;;;
PL5691885698;;;;;;185.30;;;527.60;;153.50;Horváth Rudolf Intertransport Kft;Robert Bosch út 3.;HU3000;Hatvan;;;18.11.2021;;18.11.2021;;;KOŚCIUSZKI 44;PL06500;MŁAWA;;;21.11.2021;;21.11.2021;;ARTICULATED TRUCK;CURTAIN, TAUTLINER;SIDE, BACK;;TIRES;;;450;13.6;;;;9.5;;;1;1;ADAMEX;60;;;;
